id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
74297,49202,Disney's Treasure Planet,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143021,144084,Disney's Treasure Planet,NULL,2002-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101396,213035,Disney's Treasure Planet: Broadside Blast,NULL,2002-11-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121854,213037,Disney's Treasure Planet: Etherium Rescue,NULL,2002-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101008,213025,Disney's Treasure Planet: Treasure Racer,NULL,2002-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83106,72261,Do You Like Horny Bunnies? 2,NULL,2002-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124236,141352,Domino Day,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114518,25706,Donald Trump's Real Estate Tycoon,NULL,2002-11-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47891,170008,Donkey Kong Jr.-e,"After the events of Donkey Kong, Mario has captured Donkey Kong as revenge for kidnapping his lady friend and Donkey Kong Jr. has to save him. However, every time Donkey Kong Jr. gets close to freeing his father, Mario just pushes him further away.",2002-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
89635,170011,Donkey Kong-e,NULL,2002-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126788,202120,DOOM II: Hell on Earth,NULL,2002-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147103,3894,Doshin the Giant,NULL,2002-09-20 00:00:00.000,1,NULL,NULL,NULL,49.8591,5
149273,3895,Dr. Muto,NULL,2002-11-19 00:00:00.000,2,NULL,70.0000,1,54.0000,3
8204,203831,Dr. Rin ni Kiitemite! Koi no Happy Four Season,A dating sim where you get put in the shoes of Meirin and can go for four different boys.,2002-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185261,2563,Dragon Ball Z: Budokai,NULL,2002-11-02 00:00:00.000,10,NULL,85.0000,1,65.5439,60
188500,49173,Dragon Quest Characters: Torneko no Daibouken 3,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
135200,3898,Dragon's Lair 3D: Return to the Lair,NULL,2002-11-17 00:00:00.000,2,NULL,70.0000,2,54.0000,3
172812,194332,Drihoo,"Dunk the dwarf is a solo treasure hunter, left to his own devices after a cave-in separates him from the rest of his crew. The ground underneath the land is filled with ruins, treasures, and monsters, just waiting to be found. Luckily, he's armed with his trusty drill ready to explore the earth.

The core of Dunk's journey is digging. While underground, players can hold down the R trigger to rev up their drill and start drilling through dirt or stone. There are no preset maps and no pre-made tunnels: players make their own paths, digging in whatever direction they please. Their tunnels are persistent and will always stay in exactly the same position between play sessions, allowing players to slowly build an extensive tunnel network over time. Dunk will slowly get more tired over time as he digs, but luckily he can carry a supply of his favourite booze, ""beev"", with him; taking a swig of beev helps him recover his strength, and he can always refresh his supply of beev back at town.

Hidden throughout the world are tombs, filled with treasures - but also monsters. If Dunk runs into these, he can explore them to collect whatever treasures he finds while defending himself from monsters with his hammer. After collecting treasures, he can bring them back to the nearest settlement to decode ancient relics and sell valuable items, using the proceeds to find more supplies to keep him going.",2002-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42078,49199,Driver 2 Advance,NULL,2002-11-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98919,79379,DRL,NULL,2002-11-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122028,3901,Drome Racers,NULL,2002-11-20 00:00:00.000,NULL,NULL,79.0000,2,35.0000,2
175672,6392,Dual Blades,NULL,2002-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170805,44717,Dual Hearts,NULL,2002-10-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172342,49197,Dungeons & Dragons: Eye of the Beholder,NULL,2002-11-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75602,23764,Earth and Beyond,NULL,2002-09-23 00:00:00.000,NULL,NULL,69.5000,2,NULL,NULL
88325,9504,"Earth and Sky 2: Another Earth, Another Sky",NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109311,159198,"Ed, Edd n Eddy: Clash Of The Idiots",NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166839,203093,"Ed, Edd n Eddy: Ed Over Heels",NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175870,196798,"Ed, Edd n Eddy's Candy Machine Deluxe",NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155414,3903,Egg Mania: Eggstreme Madness,NULL,2002-09-11 00:00:00.000,NULL,NULL,NULL,NULL,41.0000,0
172353,74821,Eight Legged Freaks,NULL,2002-10-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
54854,3904,Eisei Meijin VI,NULL,2002-09-26 00:00:00.000,NULL,NULL,NULL,NULL,23.0000,0
161172,194211,El Litri en Busca de Odrogoban Perdido,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148835,49284,Elevator Action: Old & New,NULL,2002-12-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111344,56122,Empire of Angels III,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142924,681,Europa 1400: The Guild,NULL,2002-10-25 00:00:00.000,2,NULL,NULL,NULL,70.5651,9
93291,3908,Evolution Skateboarding,NULL,2002-10-09 00:00:00.000,NULL,NULL,NULL,NULL,25.0000,0
178968,169997,Excitebike-e,NULL,2002-09-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
163807,49579,Fancy Pocket,NULL,2002-10-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160977,49577,Fantastic Marchen: Cake-yasan Monogatari + Doubutsu Chara Navi Uranai Kosei Shinri Gaku,NULL,2002-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113018,80029,Farscape: The Game,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187895,43335,FIFA 2003,NULL,2002-11-11 00:00:00.000,2,NULL,NULL,NULL,75.5119,16
177460,209425,FIFA Soccer 2003,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120260,185777,Fight Man,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
137393,43644,Fighter Maker 2,NULL,2002-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153454,166490,FILA World Tour Tennis,NULL,2002-10-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183486,417,Final Fantasy Origins,NULL,2002-10-31 00:00:00.000,9,NULL,NULL,NULL,79.7971,15
150822,94413,Fire Hoops,NULL,2002-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
72912,125206,First Kiss Story II,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178000,43427,Fisherman's Bass Club,NULL,2002-10-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30639,144860,Fisher-Price: Little People Discovery Airport,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98214,62802,Flash Flash Revolution,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122960,8300,Formula One 2002,NULL,2002-11-01 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
181330,209579,Frog Frenzy 2,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136260,218603,Frogger,NULL,2002-10-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
159902,3922,Frogger Beyond,NULL,2002-12-06 00:00:00.000,NULL,NULL,NULL,NULL,62.0000,0
171506,11468,Frogger's Adventures 2: The Lost Wand,NULL,2002-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150272,75747,From TV Animation One Piece: Nanatsu Shima no Daihihou,"Luffy and his crew are sailing when a storm hits. The storm destroys the ship, and the crew members are scattered across an island, away from each other. Luckily, Luffy finds a bird who acts as a guide for the crew so they can reach each other. They eventually encounter the Simon Pirates. In various RPG battles, the Straw Hat Pirates eventually managed to defeat the entire Simon Pirates and leave the island",2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148860,75746,From TV Animation One Piece: Treasure Battle!,NULL,2002-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
103131,75748,From TV Animation One Piece: Treasure Wars 2 - Buggyland he Youkoso,The story is loosely based upon the East Blue Saga. The Straw Hat Pirates challenge Buggy and his crew to a race in order to find the treasure.,2002-12-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
44251,66804,Frontline Attack: War Over Europe,NULL,2002-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46165,44725,Funky Boxers,NULL,2002-12-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110868,123615,Funny Pizza Land,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
169273,198090,Gacharoku,NULL,2002-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151467,4088,Gadget Racers,NULL,2002-12-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
55306,3926,Gakuen Toshi Vara Noir,NULL,2002-10-31 00:00:00.000,NULL,NULL,NULL,NULL,23.0000,0
81829,49562,Galaxy Angel Game Boy Advance: Moridakusan Tenshi no Full Course Okawari Jiyuu,NULL,2002-10-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
182992,214944,Galidor Quest,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93267,49172,Galidor: Defenders of the Outer Dimension,NULL,2002-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180721,81497,Game & Watch Gallery 4,NULL,2002-10-25 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
185042,186462,Ganbare Goemon: Dosukoi! Harite Ichiban,"The Goemon's companion, Yae, has joined with ""Hearts"", go said to be hidden ""Zubari"" calling ""The Caves of the Heart"", but the cave was submerged. So Yae's new technique ""Martial arts change technique"" comes in!",2002-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98205,186463,Ganbare Goemon: Hijutsu! Sansuu Juku,NULL,2002-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
75380,124418,Garfield's Scary Scavenger Hunt,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29290,85795,Gauntlet Dark Legacy,NULL,2002-11-25 00:00:00.000,NULL,NULL,NULL,NULL,72.0000,0
112115,6418,Gekido Advance: Kintaro's Revenge,NULL,2002-11-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
64907,37445,Gekitou! Crash Gear Turbo: Gear Champion League,NULL,2002-09-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58520,138295,Ghost 'n Goblins Exceed,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
113273,3935,Godzilla: Destroy All Monsters Melee,"The plot involves an alien race known as the Vortaak invading the Earth and assuming control of the planet's giant monsters, sending them to attack cities across the globe. One monster breaks free from the Vortaak's control, and battles the other monsters in order to drive off the Vortaak.",2002-10-08 00:00:00.000,2,NULL,NULL,NULL,62.1186,12
148815,49298,Godzilla: Domination!,"Meteor X appears over Tokyo 2 and starts projecting magnetic waves which causes neurological damage to several monsters, causing them to go berserk. The monsters begin to attack Earth and its neighboring planets (led by Mecha-King Ghidorah), however, one monster remains unaffected by the waves and it's up to it to stop the others and destroy Meteor X.",2002-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183209,214958,Gosaku ga Horu Mon 2: Yoru no Jugyou Sankan Hen,NULL,2002-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9926,2262,Gothic II,"The Nameless Hero is instructed by Xardas on the new danger, an army of evil that has gathered in the mine valley, led by dragons. Xardas sends the Hero to Lord Hagen, leader of the paladins, to retrieve the Eye of Innos, an artifact which makes it possible to speak with the dragons and learn more about their motivation. The Nameless Hero starts to the City of Khorinis and after he found a way to enter the city, he learns he has to join one of the factions – the militia, the fire mages or the mercenaries – to be permitted entrance to Lord Hagen. When finally meeting the head of the paladins, the Nameless Hero is first sent into the mine valley, which is now overrun by Orcs, to bring back evidence of the dragons. In the castle, the former old camp, Garond heads the mission of the paladins. He also knows about the dragons, since the castle has already been attacked by them, but is only willing to write a notice on it for Lord Hagen, after the Nameless Hero has gathered information on the status in the mines. By the time the Hero exits the valley with the note about the dragons, the evil forces have become aware of his quest. Seekers are spread throughout the isle, with the goal to kill him. Presented with the note Lord Hagen is willing to give the Eye of Innos to the Hero and sends him to the monastery of the fire mages to retrieve it. But shortly before the Hero arrives there, the eye was stolen. The Hero chases after the thief, but just arrives in time to witness Seekers destroy the Eye of Innos. A smith can repair the amulet, but for the magical power to be restored, a ritual with high mages representing the three gods is necessary. Vatras, the water mage, prepares the ritual and represents Adanos. With former fire mage Xardas representing Beliar, Pyrokar, head of the fire mages, joins the ritual reluctantly to represent Innos. The mages manage to restore the power of the Eye of Innos and so the Hero can head back to the valley to destroy the four dragons that live there. After all of the dragons are killed, the Hero travels to Xardas' tower to report to him, but the mage is gone. The Hero is given a note from Xardas by Lester, telling him he was to find more information in the fire mages' monastery, in the book 'The Halls of Irdorath'. The book contains a sea map, showing the way to the isle Irdorath, one of the ancient temples of Beliar that once disappeared. The hero assembles a crew and gets a ship and a captain for that ship to sail to Irdorath and confront the leader of the dragons – the undead dragon.",2002-11-29 00:00:00.000,142,NULL,80.0000,1,87.5354,353
32834,137890,GP Challenge,NULL,2002-11-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188299,21660,Grandia Xtreme,NULL,2002-10-30 00:00:00.000,4,NULL,NULL,NULL,NULL,NULL
48038,6354,Green Eggs and Ham,NULL,2002-10-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
125483,49232,Gremlins: Stripe vs. Gizmo,NULL,2002-12-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
181828,73767,Grom: Terror in Tibet,NULL,2002-11-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180367,203646,gToons,NULL,2002-10-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
193406,5858,Gun Metal,NULL,2002-11-30 00:00:00.000,4,NULL,75.0000,1,80.0000,3
156015,57233,Gunvari Collection + Time Crisis,NULL,2002-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129237,221289,Gyakuten Saiban 2,NULL,2002-10-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141059,51824,Haegemonia: Gold Edition,NULL,2002-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
155833,8785,Haegemonia: Legions of Iron,NULL,2002-11-14 00:00:00.000,1,NULL,75.0000,2,50.0000,4
73577,80746,Hajime no Ippo: The Fighting!,NULL,2002-12-13 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
100940,15697,Hardware: Online Arena,NULL,2002-11-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102220,166325,Harry Potter and the Chamber of Secrets,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,79.9108,7
137139,3941,Harry Potter and the Chamber of Secrets,"The plot follows Harry's second year at Hogwarts School of Witchcraft and Wizardry, during which a series of messages on the walls of the school's corridors warn that the Chamber of Secrets has been opened and that the heir of Slytherin would kill all pupils who do not come from all-magical families.",2002-11-08 00:00:00.000,59,NULL,NULL,NULL,72.8843,208
81060,117322,Harry Potter and the Chamber of Secrets,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
192962,166322,Harry Potter and the Chamber of Secrets,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
192999,166321,Harry Potter and the Chamber of Secrets,NULL,2002-11-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
148482,19090,Haven: Call of the King,"The game begins with Vetch (voiced by Steve Tarlow) receiving a transmission from his lieutenant, Overlord (Jason Gregory), who tells him a slave named Haven has been dreaming about the Golden Voice. Rather than kill Haven, Vetch decides to watch him, hoping to turn the situation to his own advantage. Meanwhile, in Virescent Village on the planet Ferra, Haven (Jake Rosewall-Gallagher) is completing his latest invention; a mechanical bird named Talon. Upon finishing, Haven heads to work in the mines. However, upon entering, he sees his friend Chess (Regan Kerwan) being questioned by a guard. The guard tries to shoot Haven, but misses, and causes the mine to collapse, knocking out Haven.

He awakens under the treatment of Dr. Spong (Andrew Silber), who tells him Chess hasn't been seen since the collapse. Setting out to find her, he eventually reaches Darkwater Castle, home of Overlord, who contacts Vetch to tell him Haven has infiltrated the castle, as they planned. Haven watches Overlord interrogate Chess about Haven's dreams. She refuses to tell him anything, and Haven intervenes, killing Overlord and freeing Chess. They escape, and Chess says that while in detention, she heard Overlord mention a wise old slave on the Isle of Heroes. Haven decides he must speak to this slave.

Haven heads to the Isle of Heroes, and meets the Wise Man (Terry Bertram). He tells him of his dreams of a golden bell on top of a mountain, and the Wise Man tells him the legend of Athellion and the Golden Voice; Vetch and Athellion were enemies for many years, and Vetch was determined to conquer Athellion's city, Aurias. However, he was unable to even approach the city, as its light would blind him. When Athellion left for the war, he left behind the Golden Bell, but Vetch bribed a council member named Dasis to infect the people of Aurias with a virus for which he controlled the only antidote. Making the people of Aurias his slaves, he sealed off the Mount of Sighs, on which resides the Golden Voice. Over time, even the location of the Mount of Sighs has been forgotten. However, the Wise Man tells Haven when Vetch first came to Aurias, the people hid many artifacts inside a volcano named Mount Firash, and speculates there may be something there which can point the way to the Mount.

Haven heads to Firash and locates a map identifying the location of the Mount on the planet Auria. However, as he escapes Firash, he is captured and placed in the Sylex, a space station prison. He flees in an escape pod and lands on Exarco, a planet populated by lizard-like humanoids. He soon meets brothers Chill (Dale Stump) and Will (Aubrey Hodges). They tell him they will give him a ship if he helps them protect their eggs from giant insectoid-like creatures. Haven does so, however, the insect queen attacks the local village. Haven defeats her, and Chill and Will present him with the ship Sunsurfer. He then heads to Auria.

He makes it to the Golden Voice, reading a warning stating that once the bell is rung, the person who rings it must wait there for Athellion's return. He rings it, but immediately Chess contacts him, telling him she is stranded without any antidote. He reluctantly leaves, returning to Ferra and rescuing Chess. She tells him she was using a device she found in Overlord's castle to try to find the antidote refinery so as to free the slaves. Haven attaches the device to the Sunsurfer navigation computer and they head to the refinery on the planet Ferven.

They pump the antidote into a waiting transport ship, and the duo escape. However, Chess reveals she has been working with Vetch all along, who appears on the bridge and congratulates her on her deception. Vetch tells Haven that Chess is one of his spies, deployed throughout his slave colonies to keep watch for anyone speaking of the Golden Voice. Vetch explains he had Chess call Haven away from the Mount of Sighs immediately after ringing the bell because the legend says that if the person who rings the bell does not remain on the Mount until Athellion's return, Athellion must return to wherever that person is - thus Vetch plans to wait until Athellion appears to Haven, and then kill him. With no more use for Chess, Vetch decides she can die with Haven. At this moment, Athellion arrives, telling Vetch he will surrender if Haven and Chess are spared. Vetch agrees, imprisoning them, and bringing Athellion back to the Mount of Sighs.

Haven escapes, but is unable to free Chess, and so sets out in pursuit of Vetch alone, promising to return for Chess. He returns to the Mount of Sighs, where he hears Vetch tell Athellion that he will kill Haven and Chess once Athellion is dead. He then kills Athellion. Haven confronts him, but Vetch defeats him. However, the power of the Mount of Sighs keeps Haven alive. As such, Vetch ties Haven to a rock, pointing out ""you can't live forever"" and leaves him alone on the planet. The game ends on this cliffhanger.",2002-11-18 00:00:00.000,3,NULL,70.0000,1,NULL,NULL
128364,22227,Hearts of Iron,NULL,2002-12-29 00:00:00.000,1,NULL,60.0000,1,NULL,NULL
110110,6432,He-Man: Power of Grayskull,NULL,2002-10-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31387,122634,Higanbana,NULL,2002-12-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14516,49631,Higanbana,NULL,2002-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
192164,34268,Higurashi no Naku Koro ni: Chapter 2 - Watanagashi,"The 58th year of Shouwa, early summer.
It’s June, and the summer heat has arrived earlier than it does most years.
By day there are crickets, and by night there are cicadas.

We’re in Hinamizawa, a small village in the countryside.
There are fewer than two thousand people here. But every year, there is an event.

This event is a mysterious death.

On a certain day in June, someone dies, and someone else goes missing.
The series of deaths is connected to the upheaval surrounding the dam construction project.
A murder case that was covered up is being reenacted.
Is it a conspiracy? A coincidence? Or perhaps a curse?

Someone who was supposed to be there isn’t.
Someone who wasn’t supposed to be there is.

Someone who was alive last night is dead now.
And someone who is here right now isn’t alive.

So, there is no way to avert tragedy. There is no choice but to give up.
But don’t give up.

Only you can stand up to this.",2002-12-29 00:00:00.000,NULL,NULL,NULL,NULL,80.0000,4
189450,748,Hitman 2: Silent Assassin,"Once again, you enter the realm of an accomplished assassin – retired but forced back into action by treason. Trying to distance himself from his violent past he finds himself in a situation where he’s forced to take up his old trade. Learning about his legendary skills, a Russian crime boss trading illegal arms wants his services, but also has a different agenda.

You soon realize that you’re caught in the middle of a ring of deception and discover that you have become a target yourself – of a highly trained ex Spetsnaz assassin.

Use stealth, tactics and survival instincts to complete your missions. Plan your hits carefully and think to survive. Explore a universe, minutely recreated in fantasy, but based on facts – not fiction. Visit the dark recesses of a world corrupted by crime, greed, degradation and dishonor.",2002-09-30 00:00:00.000,111,NULL,77.0000,2,81.2275,316
148423,2653,Hot Wheels Velocity X,NULL,2002-10-16 00:00:00.000,1,NULL,NULL,NULL,43.0000,2
175818,23765,Hoyle Casino Empire,NULL,2002-09-23 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
142307,170012,Ice Climber-e,NULL,2002-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183868,51818,Icewind Dale II Complete,NULL,2002-10-16 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
31014,210078,IHRA Drag Racing 2,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
121760,208285,Ikusa Megami 2: Ushinawareshi Kioku he no Chinkonka,NULL,2002-10-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86496,139036,I'm Gonna Serve You 4,NULL,2002-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115944,14551,Impossible Creatures,NULL,2002-12-29 00:00:00.000,3,NULL,73.3333,4,76.7236,16
90377,56385,Inaka Kurashi: Nan no Shima no Monogatari,"After a hard period of schooling and exams, Tomoko's mother decides to send her off to an island in Okinawa for 2 weeks in March to stay with her grandparents. At first, she seems reluctant to this idea, but it is here where she will discover a whole new way to relax as she meets new people, take in the beautiful sights, and enjoy some fun activities.",2002-09-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
192842,10434,Incoming Forces,NULL,2002-09-24 00:00:00.000,1,NULL,NULL,NULL,50.0000,0
195524,16947,Industry Giant II,NULL,2002-09-30 00:00:00.000,4,NULL,50.3333,3,60.0000,2
138696,73742,Innocent Tears,NULL,2002-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
84907,69840,Inquisition,NULL,2002-11-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180339,43627,International Cue Club,NULL,2002-10-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
142625,49620,Inukko Club: Fukumaru no Daibouken,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
154589,45004,Inuyasha: A Feudal Fairy Tale,NULL,2002-12-05 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
142672,37372,Inuyasha: Kagome no Yume Nikki,NULL,2002-12-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
100938,82994,IOSoccer,NULL,2002-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156855,8929,Iron Storm,NULL,2002-10-25 00:00:00.000,NULL,NULL,NULL,NULL,59.9689,5
180741,15739,Island Xtreme Stunts,"Pepper Roni has been cast as the lead in an action movie being filmed on Lego Island (appropriately titled ""Xtreme Stunts"") and the Brickster (who had somehow made it back to Lego Island) has been released from jail after he claimed to have reformed and is now playing a part of the film. After performing a motorbike jump through a large poster as a publicity stunt, he is then taken to the first scene where he performs a high-speed freeway car chase after the Brickster, who has been ironically cast as the main villain of the film. Upon completion, Pepper is given free roam of Lego Island, allowing him to explore and complete side missions as he continues the film in other locations throughout the island. As the player makes more progress in missions, it becomes more and more apparent that the Brickster has plans of his own, and later he kidnaps the Infomaniac and reveals his tower that his Brickster-Bots have built and has made a supercomputer that will disassemble the entire world. Pepper naturally comes to the rescue while the host tries to shut down the supercomputer. He once again outwits and imprisons the Brickster while the supercomputer was instead reprogrammed to disassemble the tower, allowing the film to be completed and released on schedule (which the player is able to view upon completion of the game). In the end Pepper has access to all areas of the island, allowing him to redo scenes of the movie and different tasks.

The game also gives a bit more canon (e.g. explaining why the Legondos broke up).",2002-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101610,83920,J.A.O.S.S,NULL,2002-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
117495,49614,J.League Pro Soccer Club o Tsukurou! Advance,NULL,2002-10-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177686,220997,J.League Winning Eleven 6,NULL,2002-09-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116946,49613,J.League Winning Eleven Advance 2002,NULL,2002-11-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
